title,company,experience,location,salary,description,skills,url,search_role
AI Data Scientist/Architect,Leading Client,5-10 Yrs,Bengaluru,Not disclosed,"Minimum 5 years of experience in programming with languages such as Python, R, and SAS....","data scientist, algorithms, python, sas, software design, ai, machine learning, programming languages",https://www.naukri.com/job-listings-ai-data-scientist-architect-ideslabs-private-limited-bengaluru-5-to-10-years-170226906258,data-scientist
Data Scientist,PwC India,6-11 Yrs,"Hybrid - Gurugram, Bengaluru",Not disclosed,"Skills & Experience Experience with cloud AI / ML services (AWS, Azure, GCP). Key Respo...","Machine Learning, Data Science, Tensorflow, Generative Ai, Artificial Intelligence, Natural Language Processing, Deep Learning, Scikit-Learn",https://www.naukri.com/job-listings-data-scientist-pwc-india-gurugram-bengaluru-6-to-11-years-121225037604,data-scientist
Data Scientist/ML Engineer,Connectio It,6-8 Yrs,Hybrid - Hyderabad,15-25 Lacs PA,"Role & responsibilities   Data Scientist /ML engineers : ML Engineer with Python, SQL, ...","ML Engineer, Python, Machine Learning, SQL, azure, Microsoft Azure, Data, Machine",https://www.naukri.com/job-listings-data-scientist-ml-engineer-connectio-it-hyderabad-6-to-8-years-190226931266,data-scientist
AI Data Scientist,Mercedes Benz,5-7 Yrs,Bengaluru,Not disclosed,"About the RoleWe are looking for a Data Scientist who is highly skilled in Python, Larg...","data scientist, kubernetes, aks, numpy, microservices, docker, git, data science",https://www.naukri.com/job-listings-ai-data-scientist-mercedes-benz-research-and-development-india-pvt-ltd-bengaluru-5-to-7-years-100226914504,data-scientist
Data Scientist,MNC Group,0-1 Yrs,Gurugram(Cyber City),8-10 Lacs PA,Education: Bachelor s degree requiredWe re looking for someone who is not only technica...,"Node.Js, Retrieval Augmented Generation, Machine Learning, Python, gen al, Predictive Modeling, Time Series Analysis, Natural Language Processing",https://www.naukri.com/job-listings-data-scientist-persolkelly-india-gurugram-0-to-1-years-200126014641,data-scientist
Data Scientist / Machine Learning Engineer  - Computer Vision,Connectrz,3-8 Yrs,Chennai(Sriperumbudur ),20-35 Lacs PA (Including Variable: 12.0%),Bachelors degree with 3+ years of experiencePreferred candidate profile . Required Skil...,"Computer Vision, Deep Learning, Python, Predictive Modeling, Object Detection, Algorithm Development, Opencv, Vision System",https://www.naukri.com/job-listings-data-scientist-machine-learning-engineer-computer-vision-connectrz-chennai-3-to-8-years-110226029014,data-scientist
Data Scientist-Artificial Intelligence,IBM,10-15 Yrs,Bengaluru,Not disclosed,Experience with AI frameworks such as LangChain. Troubleshooting skills and creative in...,"data scientist, kubernetes, python, ai solutions, ai, business processes, cloud platforms, llm",https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-10-to-15-years-110226916610,data-scientist
Data Scientist,Genpact,7-10 Yrs,Hybrid - Bengaluru,22.5-27.5 Lacs PA,JD-AI/ ML model development & building MLOps leveraging GCP | Collaborate & strategize ...,"Data Science, data scientist, Machine Learning, Python, GCP, Statistical Modeling, AWS, azure",https://www.naukri.com/job-listings-data-scientist-genpact-bengaluru-7-to-10-years-100226030614,data-scientist
Full Stack Data Scientist,CAI,7-12 Yrs,Bengaluru,Not disclosed,Req number: R. Employment type: Full timeExperience with MLflow for experiment tracking...,"model monitoring, cd, continuous integration, python, data, ci/cd, pyspark, aws sagemaker",https://www.naukri.com/job-listings-full-stack-data-scientist-cai-bengaluru-7-to-12-years-160226005093,data-scientist
Data Scientist - Bangalore,Tata Consultancy Services,6-11 Yrs,Bengaluru,Not disclosed,"Location- BangaloreTech stack:  Python, Jenkins, Azure ML, AWS SageMaker, GCP Vertex AI...","SageMaker, S3, Redshift, Python, ADLS, Jupyter, S, Data",https://www.naukri.com/job-listings-data-scientist-bangalore-tata-consultancy-services-bengaluru-6-to-11-years-140226014874,data-scientist
Data Scientist/ML Engineer,Hash Agile Technologies,7-10 Yrs,Hyderabad,Not disclosed,"Role: Data ScientistLocation: Hyderabad, Telangana Department: Engineering Employment T...","Machine Learning, Data Bricks, Neural Networks, MLflow, Networking, Microsoft Flow, Bricks, Data Engineering",https://www.naukri.com/job-listings-data-scientist-ml-engineer-hash-agile-technologies-hyderabad-7-to-10-years-160226004197,data-scientist
Data Scientist,Cyient,5-10 Yrs,Bengaluru,Not disclosed,"Strong expertise in Machine Learning, Deep Learning, and Generative AI. . Hands-on expe...","continuous integration, kubernetes, data, scikit-learn, ci/cd, tools, sql, docker",https://www.naukri.com/job-listings-data-scientist-cyient-limited-bengaluru-5-to-10-years-120226008745,data-scientist
Data Scientist-Artificial Intelligence,IBM,6-8 Yrs,Bengaluru,Not disclosed,Bachelors Degree Masters Degree Required education Preferred education Required technic...,"data scientist, python, ai solutions, ai frameworks, ai, pyspark, cloud platforms, machine learning",https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-6-to-8-years-090226906067,data-scientist
Data Scientist,Amazon,3-8 Yrs,Bengaluru,Not disclosed,"Masters degree in Science, Technology, Engineering, or Mathematics (STEM), or experienc...","Data analysis, Analytical, Machine learning, Perl, Data mining, Forecasting, Product marketing, Financial services",https://www.naukri.com/job-listings-data-scientist-amazon-development-centre-india-pvt-ltd-bengaluru-3-to-8-years-100226502948,data-scientist
Data Scientist / Machine Learning Engineer,LateShipment.com,5-8 Yrs,Chennai,Not disclosed,"Bachelors or Masters in Computer Science, Engineering, or related field (or equivalent ...","Python, C#, GenAI/LLM tools, Java, Azure, CrewAI, NetSuite ERP, nltk",https://www.naukri.com/job-listings-data-scientist-machine-learning-engineer-lateshipment-com-chennai-5-to-8-years-180226929565,data-scientist
Data Scientist,Luxoft,5-10 Yrs,Bengaluru,Not disclosed,We are seeking a highly skilled and motivated Data Scientist with 5+ years of experienc...,"python, numpy, sql, pandas, data science, snowflake, scikit-learn, version control",https://www.naukri.com/job-listings-data-scientist-luxoft-india-llp-bengaluru-5-to-10-years-160226939118,data-scientist
Data Scientist,Bahwan CyberTek,4-6 Yrs,Chennai,Not disclosed,"Qualifications: . Bachelors orMasters degree in Data Science, Computer Science, Statist...","Data Collection, python, cloud services, data analysis, eda, data processing, llm, machine learning",https://www.naukri.com/job-listings-data-scientist-bahwan-cybertek-private-limited-chennai-4-to-6-years-160226904401,data-scientist
Data Scientist,Infosys,9-11 Yrs,Bengaluru,Not disclosed,"Bachelor of Engineering, Bachelor Of Technology, Bachelor Of CompMasters degree in Comp...","data scientist, snowflake, python, natural language processing, mathematics, data warehousing, machine learning, configuration management",https://www.naukri.com/job-listings-data-scientist-infosys-limited-bengaluru-9-to-11-years-090226909092,data-scientist
Data Scientist,Allcargo Logistics,5-10 Yrs,Mumbai,Not disclosed,". Qualification. Primary: Masters or PhD in Data Science, Computer Science, Statistics,...","Data Science, Artificial Intelligence, Machine Learning, Python, Data, Science, Machine, Intelligence",https://www.naukri.com/job-listings-data-scientist-allcargo-logistics-mumbai-5-to-10-years-180226005516,data-scientist
Data Scientist,Hanker Systems (india),5-10 Yrs,Bengaluru,Not disclosed,"Core Skills . Data Science Python Cloud (AWS, Azure, GCP) Deep Learning/ Natural Langua...","data scientist, python, natural language processing, generative ai, ai, python development, llm, application development",https://www.naukri.com/job-listings-data-scientist-hankersystems-india-bengaluru-5-to-10-years-190226925508,data-scientist
Data Scientist,Hanker Systems (india),5-10 Yrs,Bengaluru,Not disclosed,Additional Preferred Skills  Data Scientist with strong Python development skills and s...,"Data Science, deep learning, python, natural language processing, gcp, computer vision, ai, data scientist",https://www.naukri.com/job-listings-data-scientist-hankersystems-india-bengaluru-5-to-10-years-190226919574,data-scientist
Data Scientist | Credit Risk,Krazy Bee Services,1-3 Yrs,Bengaluru(Domlur),Not disclosed,"Graduation / Post-graduation from Tier-1 institutes (IITs, ISI, DSE, NITs, etc.) Experi...","Credit Risk Modelling, SQL, Scorecard, Credit Risk Analysis, Python, Credit Risk Management, Credit Risk Strategy, Risk Modeling",https://www.naukri.com/job-listings-data-scientist-credit-risk-krazy-bee-services-bengaluru-1-to-3-years-180226031425,data-scientist
Data Scientist,Worldclass Tech Talent Pvt Ltd,4-8 Yrs,Pune,Not disclosed,"You will build and ship an AI-Powered product capabilities end-to-end, turning messy fu...","Data Science, Statistical Modeling, Machine Learning, Machine, Data, Modeling, Science, Statistics",https://www.naukri.com/job-listings-data-scientist-worldclass-tech-talent-pune-4-to-8-years-110226010286,data-scientist
Deputy General Manager (Data Scientist AI/ML) - Product Management,Tata Communications,15-20 Yrs,Chennai,Not disclosed,"Bachelor / Master degree in Telecommunications, Computer Science, Data Science, or rela...","data scientist, python, tableau, product management, data science, predictive analytics, ai, power bi",https://www.naukri.com/job-listings-deputy-general-manager-data-scientist-ai-ml-product-management-tata-communications-ltd-chennai-15-to-20-years-170226933824,data-scientist
Data Scientist - Search,Target,2-7 Yrs,Bengaluru,Not disclosed,"Preferred domain experience Ability to creatively solve business problems, innovating n...","Supply chain, deep learning, data science, Analytical, Machine learning, Network security, Global Strategy, E-commerce",https://www.naukri.com/job-listings-data-scientist-search-target-corporation-india-pvt-ltd-bengaluru-2-to-7-years-180226500160,data-scientist
Sr Data Scientist - Advanced Machine Learning,Target,4-9 Yrs,Bengaluru,Not disclosed,"Overview about TII:      At Target, we have a timeless purpose and a proven strategy....","Supply chain, Computer science, Business process, Data analysis, Machine learning, Network security, Data structures, Troubleshooting",https://www.naukri.com/job-listings-sr-data-scientist-advanced-machine-learning-target-corporation-india-pvt-ltd-bengaluru-4-to-9-years-100226503258,data-scientist
Data Scientist,BAY Area Technology Solutions,5-10 Yrs,Bengaluru,Not disclosed,". Educational Background: Bachelors or Masters degree in Computer Science, Data Science...","Machine Learning, python, data analysis, natural language processing, power bi, microsoft azure, sql, r",https://www.naukri.com/job-listings-data-scientist-bay-area-technology-solutions-bengaluru-5-to-10-years-170226913585,data-scientist
Data Scientist,Data Economy,2-3 Yrs,Pune,Not disclosed,. We are on the lookout for a resourceful and proficient AI\ Engineer \/ Developer to j...,"deep learning, Networking, Cloud Services, Machine learning, Algorithm development, Programming, Data processing, Natural language processing",https://www.naukri.com/job-listings-data-scientist-dataeconomy-pune-2-to-3-years-110226502911,data-scientist
Data Scientist,Black And White Business Solutions,4-9 Yrs,Hybrid - Bengaluru,25-35 Lacs PA,Shift Timing: N / A. Mode of Interview: VIRTUAL Qualification: Any Graduate or AboveRel...,"NLP, Generative Ai, LLM, Machine Learning, Python, Artificial Intelligence, RAG, Data",https://www.naukri.com/job-listings-data-scientist-black-and-white-business-solutions-bengaluru-4-to-9-years-140126015786,data-scientist
Data Scientist (GenAI & Databricks Platform),Multinational Company,7-12 Yrs,Remote,30-35 Lacs PA,Python (PySpark preferred)  . Hands-on experience with OpenAI and / or Claude APIs,"Generative Ai, Azure Databricks, Python, Artificial Intelligence, Data, Microsoft Azure",https://www.naukri.com/job-listings-data-scientist-genai-databricks-platform-pyramid-it-consulting-pune-7-to-12-years-100226043711,data-scientist
Data Scientist,Gramener,5-10 Yrs,Bengaluru,Not disclosed,Data Scientist  Work Location: Bangalore (Whitefield) What Gramener offers you Gramener...,"Production support, Analytical, SSRS, Machine learning, Data collection, QlikView, SCM, Analytics",https://www.naukri.com/job-listings-data-scientist-gramener-bengaluru-5-to-10-years-160226502227,data-scientist
AIML Data Scientist,Cognizant,6-9 Yrs,Chennai,Not disclosed,Curiosity to think in fresh and unique ways with the intent of breaking new ground. . M...,"continuous integration, cuda, data, mathematics, ci/cd, pyspark, scale, azure devops",https://www.naukri.com/job-listings-aiml-data-scientist-cognizant-chennai-6-to-9-years-120226037134,data-scientist
Data Scientist (Recommendation Engine / Neural Network - Mandatory),Factspan Analytics,7-12 Yrs,Hybrid - Bengaluru,Not disclosed,Experience: 6 to 14 years Prior experience working on building the recommendation models,"Recommendation Engine, Pytorch, Content based filtering, Collaborative Filtering, faiss, Neural Networks, Two Tower Model, Deep Learning",https://www.naukri.com/job-listings-data-scientist-recommendation-engine-neural-network-mandatory-factspan-analytics-bengaluru-7-to-12-years-180226006247,data-scientist
Data Scientist,Coffeebeans Technologies,5-9 Yrs,Bengaluru,Not disclosed,"Mentor junior and mid-level data scientists on modeling approaches, GenAI architecture,...","python, modeling, scikit-learn, microsoft azure, aws sagemaker, numpy, engineering, machine learning",https://www.naukri.com/job-listings-data-scientist-coffeebeans-bengaluru-5-to-9-years-160226501217,data-scientist
Data Scientist with GenAI,Affine Analytics,3-7 Yrs,Bengaluru,Not disclosed,Experience with advanced statistics and Machine Learning algorithms is a plus . The can...,"Basic, Sales, Analytical, Machine learning, Workflow, Research, Powerpoint, Statistics",https://www.naukri.com/job-listings-data-scientist-with-genai-affine-analytics-bengaluru-3-to-7-years-160226508332,data-scientist
Data Scientist,Black and White Business Solutions Pvt. Ltd,2-7 Yrs,Bengaluru,Not disclosed,Any\ \ \ \ graduation \u2013\ \ \ \ Proficiency in Python or R with experience in libra...,"Data analysis, Analytical, Machine learning, Data collection, Programming, Healthcare, Data processing, Continuous improvement",https://www.naukri.com/job-listings-data-scientist-black-and-white-business-solutions-pvt-ltd-bengaluru-2-to-7-years-180226503732,data-scientist
Data Scientist,Outnovate,3-8 Yrs,Bengaluru,Not disclosed,"Bachelor s degree in Computer Science, Artificial Intelligence, or a related field. Req...","Computer science, Training, Analytical, Artificial Intelligence, Finance, Focus, Programming, Data quality",https://www.naukri.com/job-listings-data-scientist-outnovate-bengaluru-3-to-8-years-170226503941,data-scientist
Data Scientist,Hanker Systems (india),5-10 Yrs,Bengaluru,Not disclosed,Data Scientist with strong Python development skills and strong Natural Language Proces...,"Data Science, Python, Azure, Prompt Engineering, Generative AI, GCP, /Computer Vision, AWS",https://www.naukri.com/job-listings-data-scientist-hankersystems-india-bengaluru-5-to-10-years-160226917574,data-scientist
Data Scientist,EXL,7-8 Yrs,Gurugram,Not disclosed,Role Summary    We are seeking a Senior Data Scientist (7 8 years of experience) to s...,"Data analysis, Operations research, RF, Analytical, Machine learning, Analytics, SQL, Data extraction",https://www.naukri.com/job-listings-data-scientist-exl-services-com-i-pvt-ltd-gurugram-7-to-8-years-130226505228,data-scientist
Data Scientist,Hanker Systems (india),5-10 Yrs,Bengaluru,Not disclosed,"Data Science Python Cloud (AWS, Azure, GCP) Deep Learning/ Natural Language Processing ...","Data Science, python, natural language processing, generative ai, ai ethics, ai, python development, llm",https://www.naukri.com/job-listings-data-scientist-hankersystems-india-bengaluru-5-to-10-years-160226917853,data-scientist
Data Scientist with PowerBI SQL,EXL,2-5 Yrs,Noida,Not disclosed,Proficiency in data science tools and techniques is essential. . Bachelors / Masters in...,"Data analysis, data science, Analytical, query, AWS, Technical support, SQL, Python",https://www.naukri.com/job-listings-data-scientist-with-powerbi-sql-exl-services-com-i-pvt-ltd-noida-2-to-5-years-120226501906,data-scientist
ASSOCIATE MACHINE LEARNING ENGINEER,Wipro,1-3 Yrs,Bengaluru,Not disclosed,Collaborate with different colleges and institutes for research initiatives and provide...,"machine learning, revenue generation, team management, ai solutions, ai, sales, research, demand generation",https://www.naukri.com/job-listings-associate-machine-learning-engineer-wipro-limited-bengaluru-1-to-3-years-100226925207,machine-learning-engineer
Machine Learning Engineer,Luxoft,3-7 Yrs,"Mumbai, Pune, Chennai",Not disclosed,Project descriptionWe are seeking a skilled and domain-expert Machine Learning Engineer...,"machine learning, mlops, python, data analytics, generative ai, data engineer, forecasting, airflow",https://www.naukri.com/job-listings-machine-learning-engineer-luxoft-india-llp-mumbai-pune-chennai-3-to-7-years-160226939082,machine-learning-engineer
ASSOCIATE MACHINE LEARNING ENGINEER,Wipro,1-3 Yrs,Bengaluru,Not disclosed,Develop software verification plans and quality assurance procedures for the customer. ...,"machine learning, python, software verification, c, cad, ai, artificial intelligence, software integration",https://www.naukri.com/job-listings-associate-machine-learning-engineer-wipro-limited-bengaluru-1-to-3-years-100226925136,machine-learning-engineer
ASSOCIATE MACHINE LEARNING ENGINEER,Wipro,1-3 Yrs,Bengaluru,Not disclosed,Collaborate with different colleges and institutes for research initiatives and provide...,"machine learning, revenue generation, python, c, team management, ai solutions, ai, artificial intelligence",https://www.naukri.com/job-listings-associate-machine-learning-engineer-wipro-limited-bengaluru-1-to-3-years-100226925850,machine-learning-engineer
Applied AI & Machine Learning Engineer - Associate,JPMorgan Chase Bank,2-7 Yrs,Mumbai,Not disclosed,"Required qualifications, capabilities and skills Minimum 5 years of industry experience...","Application design, Automation testing, Artificial Intelligence, Machine learning, Agile, Project planning, Investment banking, Unit testing",https://www.naukri.com/job-listings-applied-ai-machine-learning-engineer-associate-jp-morgan-chase-mumbai-2-to-7-years-180226500299,machine-learning-engineer
AI Machine Learning Engineer,Vayona Energy,5-10 Yrs,Gurugram,Not disclosed,"Bachelor s degree in computer science, Information Technology, Software Engineering, or...","Computer science, metadata, Performance management, Machine learning, Integration testing, Application development, Unit testing, Information technology",https://www.naukri.com/job-listings-ai-machine-learning-engineer-siemens-gamesa-gurugram-5-to-10-years-190226503950,machine-learning-engineer
Applied Artificial Intelligence & Machine Learning Engineer - VP,JPMorgan Chase Bank,10-15 Yrs,Mumbai,Not disclosed,"Required qualifications, capabilities and skills Minimum 8 years of industry experience...","Application design, Automation testing, Artificial Intelligence, Machine learning, Agile, Project planning, Investment banking, Unit testing",https://www.naukri.com/job-listings-applied-artificial-intelligence-machine-learning-engineer-vp-jp-morgan-chase-mumbai-10-to-15-years-180226500153,machine-learning-engineer
Machine Learning Engineer,Careernet,5-10 Yrs,Bengaluru,Not disclosed,Good knowledge of Python for data analysis and model implementation Education: Bachelor...,"ML Engineer, Azure, Basics of SQL and Python, Machine Learning, RASA NLU, Agentic AI, RAG, Vector DBs",https://www.naukri.com/job-listings-machine-learning-engineer-careernet-bengaluru-5-to-10-years-110226032925,machine-learning-engineer
Artificial Intelligence & Machine Learning Engineer,Clicflyer,3-7 Yrs,Gurugram,Not disclosed,graduate degree in Data Science or other quantitative field is preferred . - At least 2...,"Artificial Intelligence, Business Intelligence, OpenCV, Django, Computer Vision, Machine Learning, Deep Learning, Numpy",https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-engineer-clicflyer-gurugram-3-to-7-years-200226921395,machine-learning-engineer
Machine Learning Engineer,Capgemini,4-6 Yrs,"Hybrid - Hyderabad, Pune, Chennai",Not disclosed,Should have excellent programming / software development backgroundSelect appropriate d...,"Java, Machine Learning, Python, .Net, Groovy, Machine",https://www.naukri.com/job-listings-machine-learning-engineer-capgemini-hyderabad-pune-chennai-4-to-6-years-291124010960,machine-learning-engineer
Machine Learning Engineer,Evigway Technologies,4-9 Yrs,Hyderabad,12-14 Lacs PA,The ideal candidate will have 3 years of experience in developing and deploying machine...,"Algorithm Development, Pattern Recognition, Artificial Intelligence, Deep Learning, Python, Pytorch, Tensorflow, Image Processing",https://www.naukri.com/job-listings-machine-learning-engineer-evigway-technologies-hyderabad-4-to-9-years-291124000171,machine-learning-engineer
Machine Learning Engineer,VAYUZ Technologies,4-6 Yrs,Noida,Not disclosed,Deploy recommendation models using REST / gRPC APIs for real-time and batch inferenceSt...,"Machine Learning, Python, SQL, Rest, Rest Api Development, Artificial Intelligence, Intelligence, API",https://www.naukri.com/job-listings-machine-learning-engineer-vayuz-technologies-noida-4-to-6-years-210226018927,machine-learning-engineer
Associate Director - Machine Learning Engineer,S&P Global Market Intelligence,10-15 Yrs,Hyderabad,Not disclosed,"Basic Required Qualifications: . Bachelors degree in Computer Science, Engineering, or ...","machine learning, kubernetes, sql, microservices, docker, data science, spark, apache spark",https://www.naukri.com/job-listings-associate-director-machine-learning-engineer-s-p-capital-iq-india-pvt-ltd-hyderabad-10-to-15-years-160226922828,machine-learning-engineer
Machine Learning Engineer,Innova Solutions,8-13 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",Not disclosed,"7+ years of experience in applied machine learning and data science, with at least 12 y...","Tensorflow, Pytorch, Aiml, Retrieval Augmented Generation, Machine Learning, Artificial Intelligence, Machine, Generation",https://www.naukri.com/job-listings-machine-learning-engineer-innova-solutions-hyderabad-chennai-bengaluru-8-to-13-years-070226017931,machine-learning-engineer
Machine Learning Engineer,Leading IT Service and Consulting Organization,3-8 Yrs,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Not disclosed,Required active participation / contribution in team discussions Professional & Technic...,"GCP, Microsoft Azure, Machine Learning, AWS, Python, Artificial Intelligence, Natural Language Processing, Aiml",https://www.naukri.com/job-listings-machine-learning-engineer-anlage-infotech-pune-bengaluru-mumbai-all-areas-3-to-8-years-110226039332,machine-learning-engineer
Machine Learning Engineer with Data engineering,Ortseam Technologies,3-8 Yrs,Hybrid - Bengaluru,Not disclosed,Job description: ML Data EngineerLocation: BangaloreWork: Onsite (Mon - Thu) and Remote...,"Pyspark, Data Engineering, Machine Learning, GCP, Python, Airflow, Streaming, Pubsub",https://www.naukri.com/job-listings-machine-learning-engineer-with-data-engineering-ortseam-technologies-bengaluru-3-to-8-years-210226009734,machine-learning-engineer
Machine Learning Engineer,Leading Client,5-9 Yrs,"Hyderabad, Pune, Chennai",Not disclosed,Machine Learning Engineer (ML Ops Production Cloud Development & Sustainment) ML Ops- D...,"Machine Learning, MLOps, Cloud, CI/CD, Databricks, Machine learning Operations, Cd, Cd",https://www.naukri.com/job-listings-machine-learning-engineer-srs-infoway-hyderabad-pune-chennai-5-to-9-years-200226923453,machine-learning-engineer
Machine Learning Engineer,Emperen Technologies,5-10 Yrs,Pune,Not disclosed,"Masters or PhD in Computer Science, Mathematics, Statistics, or a related fieldRequired...","machine learning, kubernetes, python, airflow, ai, numpy, docker, reinforcement learning",https://www.naukri.com/job-listings-machine-learning-engineer-emperen-technologies-pune-5-to-10-years-120226930279,machine-learning-engineer
Machine Learning Engineer,Deloitte Consulting,4-9 Yrs,Hybrid - Hyderabad,Not disclosed,Must Have Skills / Project Experience / Certifications: . 3-10 years of relevant hands-...,"Machine Learning, Python, Nlb, Machine",https://www.naukri.com/job-listings-machine-learning-engineer-deloitte-consulting-hyderabad-4-to-9-years-200226022368,machine-learning-engineer
Machine Learning Engineer (MLE) / Researcher (MLR),Wynploy,3-8 Yrs,Pune,Not disclosed,"Salary"":null, ""Remote_Job"":false, ""Posting_Title"":""Machine Learning Engineer (MLE) \/ R...","Computer science, Coding, GCP, Machine learning, System design, Workflow, Natural language processing, Open source",https://www.naukri.com/job-listings-machine-learning-engineer-mle-researcher-mlr-wynploy-pune-3-to-8-years-200226505649,machine-learning-engineer
Machine Learning Engineer-Bang/Hyd/Chennai-Immediate,Kezan Consulting,3-8 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",18-22.5 Lacs PA,"End-to-End ML Pipeline DevelopmentBuild and optimize model training, evaluation, and d...","Generative Ai, Machine Learning, Python, llm model, Natural Language Processing, rag pipeline, Computer Vision, Deep Learning",https://www.naukri.com/job-listings-machine-learning-engineer-bang-hyd-chennai-immediate-kezan-consulting-hyderabad-chennai-bengaluru-3-to-8-years-100226022891,machine-learning-engineer
Machine Learning Engineer,Kiana Ai,2-5 Yrs,Kochi,Not disclosed,"Experience with cloud ML platformsRequired Skills. Python, TensorFlow / PyTorch / sciki...","Training, Artificial Intelligence, Consulting, Machine learning, Cloud, Deployment, Statistics, Monitoring",https://www.naukri.com/job-listings-machine-learning-engineer-kiana-ai-kochi-2-to-5-years-180226501150,machine-learning-engineer
Machine Learning Engineer,ZeMoSo Technologies,4-8 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",Not disclosed,About us:Zemoso Technologies is a Software Product Market Fit Studio that brings silico...,"Machine Learning, Pytorch, Ml Pipelines, Machine, Ml, Pipeline",https://www.naukri.com/job-listings-machine-learning-engineer-zemoso-technologies-hyderabad-pune-bengaluru-4-to-8-years-121125034655,machine-learning-engineer
Data Scientist | Machine Learning | AI Engineer,Jero Technologies,3-8 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,"Required Qualifications Masters in Computer Science, Data Science, Artificial Intellige...","data scientist, python, operations management, data analysis, data pipelines, ai, machine learning, data engineering",https://www.naukri.com/job-listings-data-scientist-machine-learning-ai-engineer-jero-technologies-mumbai-pune-bengaluru-3-to-8-years-030226910731,machine-learning-engineer
Data Scientist / Machine Learning / AI Engineer,Jero Technologies,3-8 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,"Required Qualifications Preferred  Master s in Computer Science, Data Science, Artifici...","Data Scientist, python, operations management, data analysis, data pipelines, ai, machine learning, LLM",https://www.naukri.com/job-listings-data-scientist-machine-learning-ai-engineer-jero-technologies-mumbai-pune-bengaluru-3-to-8-years-040226909845,machine-learning-engineer
Data Scientist / Machine Learning Engineer Gen AI & LLM,Databricks,3-7 Yrs,Bengaluru,Not disclosed,"Experience building production-grade machine learning deployments on AWS, Azure, or GCP...","tensorflow, scikit-learn, gcp, pytorch, microsoft azure, aws, machine learning, Machine",https://www.naukri.com/job-listings-data-scientist-machine-learning-engineer-gen-ai-llm-databricks-bengaluru-3-to-7-years-180325503453,machine-learning-engineer
Machine Learning Engineer,Marktine,3-8 Yrs,Remote,Not disclosed,Scaling. Prefill optimization. Reinforcement Learning: DPO / PPO / RLHF,"mlops, ai, clustering, machine learning, llm, reinforcement learning, ml, Reinforcement",https://www.naukri.com/job-listings-machine-learning-engineer-marktine-remote-3-to-8-years-160226508265,machine-learning-engineer
AI/Machine Learning Engineer 2,Sanmina,2-5 Yrs,Chennai,Not disclosed,AI/Machine Learning Engineer 2        Viking is a leading developer of storage and clou...,"Data analysis, Architecture, Linux, Product innovation, Machine learning, Agile, Open source, bash scripting",https://www.naukri.com/job-listings-ai-machine-learning-engineer-2-sanmina-sci-corporation-ltd-chennai-2-to-5-years-180226501103,machine-learning-engineer
Machine Learning Engineer,Mitu Research,1-3 Yrs,Pune,Not disclosed,Deploy models in production environments and monitor their performance. Disclaimer: Thi...,"python, natural language processing, scikit-learn, neural networks, solution development, data pipeline, numpy, machine learning",https://www.naukri.com/job-listings-machine-learning-engineer-mitu-research-pune-1-to-3-years-090226504796,machine-learning-engineer
Machine Learning Engineer II,7-Eleven Corporate Services,5-7 Yrs,Bengaluru,Not disclosed,Required SkillsExperience of deploying application using Docker and Kubernetes. . Exper...,"kubernetes, dbms, artificial intelligence, sql, docker, analytics, deep learning, tensorflow",https://www.naukri.com/job-listings-machine-learning-engineer-ii-7-eleven-corporate-services-bengaluru-5-to-7-years-110226040627,machine-learning-engineer
Machine Learning Engineer,Quantiphi Analytics Solutions,3-8 Yrs,"Hybrid - Bengaluru, Thiruvananthapuram, Mumbai (All Areas)",Not disclosed,Skills Required: . 3 to 9 years of hands-on experience in machine learning and AI engin...,"Machine Learning, Agentic Ai, Large Language Model, Langchain, Artificial Intelligence, Natural Language Processing, GPU, Deep Learning",https://www.naukri.com/job-listings-machine-learning-engineer-quantiphi-analytics-solutions-bengaluru-thiruvananthapuram-mumbai-all-areas-3-to-8-years-110226000023,machine-learning-engineer
Machine Learning Engineer,Tata Consultancy Services,4-8 Yrs,"Hyderabad, Chennai, Bengaluru",Not disclosed,"Ability to write robust code in Python, Java and R. Preferred candidate profile . Benga...","Data Modeling, Machine Learning, Python, Machine, Modeling, Data",https://www.naukri.com/job-listings-machine-learning-engineer-tata-consultancy-services-hyderabad-chennai-bengaluru-4-to-8-years-190226024549,machine-learning-engineer
Machine Learning Engineer,Leading Client,1-6 Yrs,Hyderabad,Not disclosed,About the Role : We are seeking a Machine Learning Engineer with a strong focus on MLOp...,"machine learning, kubernetes, mlops, python, data processing, ai, aws sagemaker, data warehousing",https://www.naukri.com/job-listings-machine-learning-engineer-zorba-consulting-india-pvt-ltd-hyderabad-1-to-6-years-120226931396,machine-learning-engineer
